Comment link,Commenter's Name,Commenter's Channel,Likes,Responses,Posted time,Edited time,comment,video title,labels,keyword 1,keyword 2,keyword 3
https://www.youtube.com/watch?v=Lw5JhiaxyPQ&lc=Ugwx4wxMp4F5ecCIBL14AaABAg,Rebecca Coulson,http://www.youtube.com/channel/UCjoAnhG0aENBKve34Kw4BrQ,6372,100,2021-06-03T11:03:18Z,2021-06-03T11:03:18Z,Who voted for stiring Mac n cheese as satisfying....I just wanna talk.,Best Sound Test,,,,
https://www.youtube.com/watch?v=m7YUKGOI6fA&lc=UgzFmQ-tDZev2Jq8AyN4AaABAg,Simply Simmer,http://www.youtube.com/channel/UCXrebmFl2Z4QzUGK-WrV8-Q,4025,63,2021-06-07T11:09:06Z,2021-06-07T11:09:06Z,Crying a million tears that my Wheel of Mythicality video was chosen for this video 😭❤,Alternate Universe Snacks,,,mythical,
https://www.youtube.com/watch?v=Lw5JhiaxyPQ&lc=UgxX2BMs4y_1r6OgEBl4AaABAg,Milly Lee,http://www.youtube.com/channel/UCDvValaxs2jsChv9ib21XwQ,3538,27,2021-06-03T10:21:46Z,2021-06-03T10:21:46Z,"No no, red card. I say the ""scissors on paper"" should've been scissors SLIDING through paper",Best Sound Test,,,,
https://www.youtube.com/watch?v=vB3r4FvcQcA&lc=Ugzmg_EJoaAX0oNh1X54AaABAg,Ulli,http://www.youtube.com/channel/UCyF3lJX7uRqm6NmySfdXaIQ,3348,14,2021-05-24T10:54:28Z,2021-05-24T10:54:28Z,It'd be funny if Rhett eventually did just wear something ridiculous that didn't have a camera in it,International Desserts,,,,
https://www.youtube.com/watch?v=ugG1rQphVes&lc=UgzRg0fFqoCyTaHQ90F4AaABAg,El Viejardou,http://www.youtube.com/channel/UC7YNKi_cpozSd5RNd95BnMw,3236,18,2021-06-01T02:31:15Z,2021-06-01T02:31:15Z,"Please, more of this game.",Extreme vs Original Snack,,,,
https://www.youtube.com/watch?v=ugG1rQphVes&lc=Ugx59UAucv_EkL2Tmu54AaABAg,TheIrishninjas,http://www.youtube.com/channel/UC9ftvgF2IVUccLC4lDvrBFA,3154,19,2021-05-31T10:32:03Z,2021-05-31T10:32:03Z,"New fans seeing the title: ""Oh cool, axe throwing!""<br>Seasoned Mythical Beasts seeing it: <b>[Nervous sweating]</b>",Extreme vs Original Snack,dialog format,,mythical,
https://www.youtube.com/watch?v=vB3r4FvcQcA&lc=Ugzjfva355RjNs31xeR4AaABAg,Caph,http://www.youtube.com/channel/UCX1oHingfSN9Yx2Yq_VmDFw,2876,23,2021-05-24T11:09:38Z,2021-05-24T11:09:53Z,rhett pointing the camera at people but them not even completely being in frame is so funny,International Desserts,,,,
https://www.youtube.com/watch?v=m7YUKGOI6fA&lc=Ugwt-ftZ36eTiUyuJfx4AaABAg,Ray Hickey III,http://www.youtube.com/channel/UCF0kJvaXfY8JyFwGUHnZtKQ,2610,43,2021-06-07T10:44:04Z,2021-06-07T10:45:17Z,"What if in an Alternate Dimension, Lhett and Rink, on their show ""Good Ethical Evening,"" came to our dimension for this type of episode. What would they take?",Alternate Universe Snacks,,,,
https://www.youtube.com/watch?v=ugG1rQphVes&lc=Ugyr-RoSMSTypqQcTQ14AaABAg,Brandon Holbrook,http://www.youtube.com/channel/UCEay_-0wiNR9BKn6YmBNOQA,2578,3,2021-05-31T22:20:52Z,2021-05-31T22:20:52Z,"So proud of Link. Not only did he not hurt himself, or anyone else, he actually gave Rhett some competition. Way to go!",Extreme vs Original Snack,,,,
https://www.youtube.com/watch?v=VmCNX65Fq8A&lc=UgzSOQ1CqfCApSbtVb94AaABAg,TianaGratia,http://www.youtube.com/channel/UCWu8lKiGyRj4FluGGz1UY6A,2556,10,2021-06-01T11:50:26Z,2021-06-01T11:50:26Z,Rhett's birthday: HERES YOUR FAVORITE FOOD<br>Link's birthday: we punish you if you can't read minds,Which food would you rather?,dialog format,,,
https://www.youtube.com/watch?v=VmCNX65Fq8A&lc=UgxqyXBrlmxxn9nvKLZ4AaABAg,Exoid,http://www.youtube.com/channel/UCxNs7xFD-rPkj7a1PpBwKXw,2269,76,2021-06-01T10:05:52Z,2021-06-01T10:05:52Z,They look so old but so young at the same time,Which food would you rather?,,,,
https://www.youtube.com/watch?v=ugG1rQphVes&lc=UgwWRkiTIibHV-TC6PJ4AaABAg,Sheyda S,http://www.youtube.com/channel/UC3cxBh9OTL6DXMI8kwhr26w,2193,14,2021-05-31T10:11:41Z,2021-05-31T10:11:41Z,"Chase's ""why did you dooo that?"" will always get me",Extreme vs Original Snack,,,,
https://www.youtube.com/watch?v=Lw5JhiaxyPQ&lc=UgzHCOsfEmjnyVFmKzN4AaABAg,Andrew Jordan,http://www.youtube.com/channel/UCNjfG6XN1lwkCOKIlQQ6DHA,2167,52,2021-06-03T10:12:01Z,2021-06-03T10:12:01Z,"The ""sports"" car wasn't sporty enough. That sounded like a Kia Rio.",Best Sound Test,,,,
https://www.youtube.com/watch?v=m7YUKGOI6fA&lc=Ugxfea3HHXZ070yQJHd4AaABAg,Ryan Thomas Ang,http://www.youtube.com/channel/UC5fcUPfiwiNtywczSq03QHA,2128,19,2021-06-07T10:52:21Z,2021-06-07T10:52:21Z,"After watching this show for 9 years, I still make the mistake of eating food while watching GMM.",Alternate Universe Snacks,,,,
https://www.youtube.com/watch?v=ugG1rQphVes&lc=UgwLigQI9_jZ631O6uh4AaABAg,Michael Bernier,http://www.youtube.com/channel/UCTSsRnIFiUDxSYV3DfQsZ0Q,2115,9,2021-05-31T11:00:31Z,2021-05-31T11:00:31Z,The fact that Rhett wouldn't let the Berm joke go was great,Extreme vs Original Snack,,,,
https://www.youtube.com/watch?v=_eByxXbHJp4&lc=UgxG99tuvjbzhGvgA5d4AaABAg,Project K,http://www.youtube.com/channel/UCXNP6Hlga8EbJyVfUInKVfA,2029,23,2021-06-04T10:50:30Z,2021-06-04T10:50:30Z,"The fact that Link still believed he liked Splenda the most in the end, even though he didn't like it in the previous rounds, is amazing.",Blind Sweetener Taste Test,,,,
https://www.youtube.com/watch?v=ugG1rQphVes&lc=UgxkJaDEcboZlQLCEM94AaABAg,AJ assassin,http://www.youtube.com/channel/UCYt2cweFmKVUiOUVSr_4K0A,1716,10,2021-05-31T10:01:36Z,2021-05-31T10:01:36Z,"When I saw the title, I went:<br>""Oh god. This is gonna be a field day for Link""",Extreme vs Original Snack,,,,
https://www.youtube.com/watch?v=vB3r4FvcQcA&lc=UgzF8O9XsiitM-73wEZ4AaABAg,Adrienne Murphy,http://www.youtube.com/channel/UCegAAN-sKWtS-rVWolyu3Hw,1682,9,2021-05-24T12:50:23Z,2021-05-24T12:50:23Z,"Link seemed very peeved by the hat today, but in his defense Rhett looks like a 00's Bachelorette weekend 🤣😂🤣",International Desserts,,,,
https://www.youtube.com/watch?v=Lw5JhiaxyPQ&lc=UgxtpjPS_mgOagO5rrN4AaABAg,timmy neutron,http://www.youtube.com/channel/UCWst2WCzd4B0c7mNRQxoaQg,1630,15,2021-06-03T10:35:29Z,2021-06-03T10:35:29Z,Hitting a baseball with a wooden bat would've gone deep in this game!!,Best Sound Test,,,,
https://www.youtube.com/watch?v=_eByxXbHJp4&lc=Ugxncpec7VmjeLzNIHZ4AaABAg,LostStoriesMusic,http://www.youtube.com/channel/UCWLRBlMYbuoZCI3DZp0RXRQ,1602,8,2021-06-04T12:45:08Z,2021-06-04T12:45:08Z,"This episode is just all over the place, love it lol",Blind Sweetener Taste Test,,,,
https://www.youtube.com/watch?v=m7YUKGOI6fA&lc=UgyWWAWtkeG467aR12p4AaABAg,Project K,http://www.youtube.com/channel/UCXNP6Hlga8EbJyVfUInKVfA,1529,41,2021-06-07T10:08:30Z,2021-06-07T10:08:30Z,"The whole bit with the ""Bottom Ramen"" was... interesting",Alternate Universe Snacks,,,,
https://www.youtube.com/watch?v=ugG1rQphVes&lc=UgzsWqaqCPmz5I_EEx54AaABAg,FrogLover,http://www.youtube.com/channel/UC-ZgiArb6EfVI0bq-zk7_nQ,1458,5,2021-05-31T14:59:14Z,2021-05-31T14:59:14Z,"People barely trust Link with a dart, now they're giving him an axe.",Extreme vs Original Snack,,,,
https://www.youtube.com/watch?v=_eByxXbHJp4&lc=UgzCMV_uoLIb6Jg401F4AaABAg,Matthew Guidroz,http://www.youtube.com/channel/UCrkjSszctE7C9N1AwCPlokQ,1348,10,2021-06-04T10:32:34Z,2021-06-04T10:32:34Z,"""If I don't feel like finishing, I've already eaten the good part""<br><br>-Link(4 years old)",Blind Sweetener Taste Test,,,,
https://www.youtube.com/watch?v=ugG1rQphVes&lc=UgzeRim62G32-NHo9Fl4AaABAg,assmane999,http://www.youtube.com/channel/UCxnKhalZPDhNH1MXha5iF8w,1335,6,2021-05-31T12:14:27Z,2021-05-31T12:18:10Z,"""Butter so extreme, you'll think it's cheese!"" That should be their slogan.",Extreme vs Original Snack,,,,
https://www.youtube.com/watch?v=Lw5JhiaxyPQ&lc=UgwFdiHtcx_PMHQaWZ14AaABAg,TheEarlyGamer,http://www.youtube.com/channel/UCRlNFxBirhzyYCJ8DAdJogg,1329,17,2021-06-03T12:44:30Z,2021-06-03T12:44:30Z,"I would have also put in rain pattering on a window, maybe with thunder in the distance.<br>But for me personally I would have chosen the crackling fire as nr 1.",Best Sound Test,,,,
https://www.youtube.com/watch?v=ugG1rQphVes&lc=Ugx1H5T5gvDBFzwCZGV4AaABAg,Matt Foster,http://www.youtube.com/channel/UCiJjKsWZllgF-URRxbVlVMQ,1255,3,2021-06-01T04:39:35Z,2021-06-01T04:39:35Z,Link: <b>can't be trusted with a knife</b><br>Mythical Crew: Let's give him an axe.,Extreme vs Original Snack,dialog format,,,
https://www.youtube.com/watch?v=Lw5JhiaxyPQ&lc=UgxdXgiHv1p9YXM8N154AaABAg,cockleships,http://www.youtube.com/channel/UCnIsoTuaKiA6WBsBGAeDiLw,1251,5,2021-06-03T18:27:58Z,2021-06-03T18:27:58Z,Stirring mac and cheese is the physical embodiment of the word moist.,Best Sound Test,,,,
https://www.youtube.com/watch?v=vB3r4FvcQcA&lc=UgwyTPS2TP1f3tI2sYd4AaABAg,PrismGuy,http://www.youtube.com/channel/UCkC3ibmG3w-IyNftaRMfs9w,1056,3,2021-05-24T17:30:16Z,2021-05-24T17:30:16Z,Seeing Link get crankier and crankier while Rhett is just having a good time is pretty on-brand,International Desserts,,,,
https://www.youtube.com/watch?v=m7YUKGOI6fA&lc=UgxaAB6DcYOu5CXsNnJ4AaABAg,Grapefruit Simmons,http://www.youtube.com/channel/UCFWeOxBBxgbYeszz1gEtUPA,1007,26,2021-06-07T10:21:23Z,2021-06-07T10:21:23Z,Fun fact: chickens dont have anuses. They have cloaca.,Alternate Universe Snacks,,,,
https://www.youtube.com/watch?v=Lw5JhiaxyPQ&lc=Ugx312-InM3x0hknpgB4AaABAg,Cam Steady,http://www.youtube.com/channel/UCfguohQ13Uez5UWqJbZA5Qg,1004,15,2021-06-03T19:52:00Z,2021-06-03T19:52:00Z,A basketball swish would have swept this competition.,Best Sound Test,,,,
https://www.youtube.com/watch?v=m7YUKGOI6fA&lc=UgxkftUuVFxy3r7yRfh4AaABAg,BoopyStudios,http://www.youtube.com/channel/UCvrD1OPeXnE7dKolmBm7HgQ,933,6,2021-06-07T12:03:17Z,2021-06-07T12:04:14Z,"Missed the opportunity to call it ""Ramenema.""",Alternate Universe Snacks,,,,
https://www.youtube.com/watch?v=_eByxXbHJp4&lc=UgyqVedPclCv19THGxh4AaABAg,KT,http://www.youtube.com/channel/UC9lRR34Hy-trjBW1rkqxDwg,885,4,2021-06-04T10:23:14Z,2021-06-04T10:23:14Z,"Stevie reigning them in on the last round, and reminding them of things they already know seems to be how their work dynamic usually goes.",Blind Sweetener Taste Test,,,,
https://www.youtube.com/watch?v=VmCNX65Fq8A&lc=Ugw21Xwb1q8AKihpjS54AaABAg,CurlyBoost,http://www.youtube.com/channel/UC5imUcVSkwEWr-H40iD5oaQ,878,21,2021-06-01T10:55:56Z,2021-06-01T10:55:56Z,Me: starts eating dinner and watch GMM as usual<br>GMM: WOULD YOU RATHER VOMIT ON SOMEBODY OR HAVE SOMEBODY VOMIT ON YOU???,Which food would you rather?,parasocial dialog,,,
https://www.youtube.com/watch?v=vB3r4FvcQcA&lc=UgyeHLZ-JHuprLHWnVl4AaABAg,Frankie Chatot,http://www.youtube.com/channel/UC4BwKts2cK7y3FUu7GyHn7g,869,24,2021-05-24T10:30:21Z,2021-05-24T10:30:21Z,"As a sicilian myself I can say that i never saw a cassata with a whole candied tangerine on top, but i admire the mythical kitchen for the choice ^^",International Desserts,,,mythical,
https://www.youtube.com/watch?v=vB3r4FvcQcA&lc=UgxjHve9sxu1HgKQSfl4AaABAg,AleahhNicolee : P,http://www.youtube.com/channel/UCNsVuZJ9RdhgRaYpC-Yv8SQ,854,2,2021-05-24T10:38:46Z,2021-05-24T10:38:46Z,The dad grunts after every respective dart throw really get me,International Desserts,,,,
https://www.youtube.com/watch?v=vB3r4FvcQcA&lc=UgwrZKwSQKt_R_kSpFZ4AaABAg,Matthew Guidroz,http://www.youtube.com/channel/UCrkjSszctE7C9N1AwCPlokQ,812,7,2021-05-24T10:29:43Z,2021-05-24T10:29:43Z,"Rhett giving a new spin to ""cowboys vs aliens"" with his hat/shirt combo.",International Desserts,,,,
https://www.youtube.com/watch?v=vB3r4FvcQcA&lc=UgyZilqaZP25mYiqfxN4AaABAg,BlackHawk Gaming,http://www.youtube.com/channel/UC9EzppK4hxRLxiiHdm27XUA,790,4,2021-05-24T14:48:47Z,2021-05-24T14:48:47Z,"Rhett is so logical when picking his place where link is like ""they're over ice""",International Desserts,,,,
https://www.youtube.com/watch?v=_eByxXbHJp4&lc=Ugy8tZlHzfNT_4vu2Ht4AaABAg,Laura,http://www.youtube.com/channel/UC56fY5qwkhXEeHZzGSb8RPg,758,4,2021-06-04T10:15:58Z,2021-06-04T10:15:58Z,"Rhett's laugh after ""it's got the consistency of insulation"" is my favourite thing today",Blind Sweetener Taste Test,,,,
https://www.youtube.com/watch?v=vB3r4FvcQcA&lc=Ugx00gD_5Y-MKo-D6Ph4AaABAg,Alexandra W,http://www.youtube.com/channel/UCtyOuKxytNCMgpZ7dBTtHTQ,711,1,2021-05-24T10:54:19Z,2021-05-24T10:54:19Z,I'm getting a shot of Josh...<br>.<br>.<br>Proceeds to show every part of Josh EXCEPT his head!! 😅😅,International Desserts,,,,
https://www.youtube.com/watch?v=VmCNX65Fq8A&lc=UgzP2H5m4vXsREKyODl4AaABAg,Michael Richardson,http://www.youtube.com/channel/UCAV4Vtr6KnW2l-RIsTESyTA,706,8,2021-06-01T15:13:05Z,2021-06-01T15:13:05Z,"The best part of this, is that this was probably filmed a month in advance yet they still had to remind themselves it's Links ""birthday""",Which food would you rather?,,,,
https://www.youtube.com/watch?v=VmCNX65Fq8A&lc=Ugwqb3bmAwJfy_-0jIV4AaABAg,JokerMan,http://www.youtube.com/channel/UCxI9NmHUsbMsQrXm2i75aFQ,699,6,2021-06-01T15:01:40Z,2021-06-01T15:01:40Z,"Link: <b>*bites food and immediately shows disgusted face*</b><br><b>*after a brief moment of lag*</b><br>Link: ""We were right!""""",Which food would you rather?,dialog format,,,
https://www.youtube.com/watch?v=_eByxXbHJp4&lc=UgxSBP5sYA3x4Ahvm5V4AaABAg,Evan Pilkington,http://www.youtube.com/channel/UCkOsUfKcoxAI9rQE8rNyX2A,694,6,2021-06-04T11:39:23Z,2021-06-04T11:39:23Z,"The power of marketing mindshare. They consistently liked Equal more than Splenda, but kept forgetting that and reverting to Splenda because it's the brand they're condition to assume is better. It's so interesting, I love it",Blind Sweetener Taste Test,,,,
https://www.youtube.com/watch?v=_eByxXbHJp4&lc=UgybZ3X7uH3G6HpSr6p4AaABAg,wolflarson71,http://www.youtube.com/channel/UCBNQhsk_o70DqsNLAV-wBaw,661,16,2021-06-04T12:29:57Z,2021-06-04T16:20:42Z,Not doing coffee seems like a missed opportunity.  Sooo many daily coffee drinkers who would be interested in the results.,Blind Sweetener Taste Test,,,,
https://www.youtube.com/watch?v=_eByxXbHJp4&lc=UgwEqF5sSxsDJP7PRix4AaABAg,Bxrry,http://www.youtube.com/channel/UC5O4HpSW9ivgOMOYq1nsPOQ,646,13,2021-06-04T16:48:36Z,2021-06-04T16:48:36Z,i remember waking up to these guys in middle school,Blind Sweetener Taste Test,,,,
https://www.youtube.com/watch?v=vB3r4FvcQcA&lc=UgxkxHqEVQd1PP-KDRt4AaABAg,Christopher Bullard,http://www.youtube.com/channel/UCsIzmjMUSB8xXzoO1Dycj2w,644,4,2021-05-24T10:50:05Z,2021-05-24T10:50:05Z,"I think the funniest thing about this game, is that Link so obviously fixates on a certain country, and he doesn't even realize it. He will guess the same country on every round, in hopes that its the right one lol.",International Desserts,,,,
https://www.youtube.com/watch?v=_eByxXbHJp4&lc=UgzpDVD6gym9TchJA2N4AaABAg,Zeal Star Media,http://www.youtube.com/channel/UCcYKcRF6DSP-TvZ3eVAhZGA,632,3,2021-06-04T15:16:29Z,2021-06-04T16:47:12Z,"It's kinda insane that in almost every round they liked Equal, yet kept convincing themselves they didn't like it.",Blind Sweetener Taste Test,,,,
https://www.youtube.com/watch?v=m7YUKGOI6fA&lc=Ugxwb_xQnB7dEGBFCxh4AaABAg,bofa deeznutz,http://www.youtube.com/channel/UCBRjTTJN58dm9JrFNlaZGiQ,628,8,2021-06-07T10:12:39Z,2021-06-07T10:12:39Z,and I also threw a dart right in the middle of Brunei my man link is still pumped over that legendary shot. I love it.,Alternate Universe Snacks,,,,
https://www.youtube.com/watch?v=ugG1rQphVes&lc=Ugxt41RGVWd-kks0S9N4AaABAg,Tron -,http://www.youtube.com/channel/UCECZmgLW2EH47JZlVVn-Bsg,621,8,2021-05-31T10:13:24Z,2021-05-31T10:13:24Z,Links throwing ability was quite impressive.,Extreme vs Original Snack,,,,
https://www.youtube.com/watch?v=vB3r4FvcQcA&lc=UgyxyujsazHART4uKP94AaABAg,cockleships,http://www.youtube.com/channel/UCnIsoTuaKiA6WBsBGAeDiLw,619,1,2021-05-24T18:58:46Z,2021-05-24T18:58:46Z,"This was a fun episode. Link having fun and only jokingly grumpy, Rhett being a big dork, Chase looking like he was having a blast. Good times. 10/10.",International Desserts,,,,
https://www.youtube.com/watch?v=VmCNX65Fq8A&lc=UgzKvIl7EyIusZ8A4Hp4AaABAg,Ulli,http://www.youtube.com/channel/UCyF3lJX7uRqm6NmySfdXaIQ,613,11,2021-06-01T10:49:10Z,2021-06-01T10:49:10Z,It's funny how for Rhett's birthday he got to eat a bunch of beans (and green beans) but for Link's birthday he gets a 50/50 chance of eating something super nasty 😂😂,Which food would you rather?,,,,
https://www.youtube.com/watch?v=Lw5JhiaxyPQ&lc=Ugz0lGb8r_GriFzGCHF4AaABAg,Laugh Boys,http://www.youtube.com/channel/UCT8kmqhPSMIkNf1AWEvoUJw,606,6,2021-06-03T21:35:05Z,2021-06-03T21:35:05Z,"I find your lack of ""Ocean Waves Lapping on the Shore"" disturbing.",Best Sound Test,,,,
https://www.youtube.com/watch?v=ugG1rQphVes&lc=UgyTYnlm5ZV4li_ECJ54AaABAg,krista c,http://www.youtube.com/channel/UCbIh-lbqD4HML8oik4EPC4g,585,4,2021-05-31T10:20:30Z,2021-05-31T10:20:30Z,I like how this is just basically them eating snacks while the other throws a axe!,Extreme vs Original Snack,,,,
https://www.youtube.com/watch?v=ugG1rQphVes&lc=UgzxEMIdXNqVzajumv14AaABAg,Kori Kori,http://www.youtube.com/channel/UCA7jYKh1LLqI11H34b72s3Q,578,4,2021-05-31T10:07:30Z,2021-05-31T10:07:30Z,"Link enjoyed every single axe throw, while Rhett was a total lumberjack lol",Extreme vs Original Snack,,,,
https://www.youtube.com/watch?v=VmCNX65Fq8A&lc=UgxsmGQzFGmXsN757mV4AaABAg,WinnieBae 4Alwayyz,http://www.youtube.com/channel/UCDupnVgvxguZNu2mq7TFAAw,569,6,2021-06-01T10:27:17Z,2021-06-01T10:27:17Z,"<b>I admit, that Link Peep that emerged at behind the desk kinda startled me, lol!</b>",Which food would you rather?,,,,
https://www.youtube.com/watch?v=m7YUKGOI6fA&lc=UgzO9_c7-bL3yAxpQvZ4AaABAg,Too Many Opinions,http://www.youtube.com/channel/UCzLewzp8yRXXvENjZ1gveZA,569,6,2021-06-07T19:17:24Z,2021-06-07T19:17:24Z,I sincerely hope this isn't anyone's first episode.,Alternate Universe Snacks,,,,
https://www.youtube.com/watch?v=Lw5JhiaxyPQ&lc=Ugx7zTATgPikPRe_wxx4AaABAg,casuallyidiotic,http://www.youtube.com/channel/UCN2vNi98xkOcl3lZBTIMUDw,565,7,2021-06-03T10:20:46Z,2021-06-03T10:20:59Z,I love you guys but I don't think I've ever disagreed more to a rating.,Best Sound Test,,you guys,,
https://www.youtube.com/watch?v=ugG1rQphVes&lc=UgwNnd4-fZMxneg8vLF4AaABAg,Kendall Arnold Outdoors,http://www.youtube.com/channel/UCC3aWzehy7LePu-WQdSMbBQ,561,5,2021-05-31T10:22:33Z,2021-05-31T10:22:33Z,"Rhett : ""I'm not touching another man's axe.""<br><b>One throw by Link later</b> <br><b>Pulls Links Axe</b>",Extreme vs Original Snack,,,,
https://www.youtube.com/watch?v=_eByxXbHJp4&lc=UgyraJIlYZRhcQsmdAJ4AaABAg,Renae,http://www.youtube.com/channel/UCleVerxOYdsvFqQe4tyGHpQ,555,10,2021-06-04T10:22:03Z,2021-06-04T10:22:03Z,All I know is Grandma hoards the pink one like it's gold.,Blind Sweetener Taste Test,,,,
https://www.youtube.com/watch?v=ugG1rQphVes&lc=UgxvMMXtKAbqIwbOWjN4AaABAg,Moira H,http://www.youtube.com/channel/UCnufHRFNlFmkzC9Mykskojw,544,8,2021-05-31T19:52:31Z,2021-05-31T19:52:31Z,"They just kept saying ""these bears are more sour than regular sour patch kids"" ....bears... sour patch KIDS....",Extreme vs Original Snack,,,,
https://www.youtube.com/watch?v=ugG1rQphVes&lc=Ugy08vrHuTySVIDQGlx4AaABAg,Travis Martin,http://www.youtube.com/channel/UC5l1GwTvr9hI29pO3cC16IQ,542,3,2021-05-31T18:41:27Z,2021-05-31T18:41:27Z,"Rhett: ""I'm not gonna touch another man's axe""<br>Also Rhett: <b>immediately grabs Link's axe after the next throw</b>",Extreme vs Original Snack,dialog format,,,
https://www.youtube.com/watch?v=Lw5JhiaxyPQ&lc=UgwKyiYkdwNI9irrIER4AaABAg,John Flores,http://www.youtube.com/channel/UCUtm7V8FB-dDM4kUw5KMMGg,537,22,2021-06-03T10:12:33Z,2021-06-03T10:12:33Z,That's not a nice sounding engine tho 😭😭,Best Sound Test,,,,
https://www.youtube.com/watch?v=vB3r4FvcQcA&lc=UgwUZ2b82q6FOuAmVB54AaABAg,Leah,http://www.youtube.com/channel/UC00S59FkyVy5sOsa5I4nL8A,532,9,2021-05-24T10:17:14Z,2021-05-24T10:17:14Z,I would like to see a POV of the set from Rhett and Link's perspective,International Desserts,,,,
https://www.youtube.com/watch?v=Lw5JhiaxyPQ&lc=UgzSF7eTZekVaQpx6rl4AaABAg,NiNi's Bizarre Adventure,http://www.youtube.com/channel/UCpOkeM8kMH2smm6QfAFm4mA,530,6,2021-06-03T10:04:16Z,2021-06-03T10:04:16Z,"I love how rhett gives all he's got in the tournament intro and Link just poses in slo-motion on the side, perfect",Best Sound Test,,,,
https://www.youtube.com/watch?v=Lw5JhiaxyPQ&lc=UgyR-D4ImmWwAgXH-fp4AaABAg,Kim S.,http://www.youtube.com/channel/UCCdaLnQiyBFpX7bFAVYYUjw,527,5,2021-06-03T15:53:56Z,2021-06-03T15:53:56Z,I don't think I've ever disagreed this much on an episode. How did crackling fire not go higher?,Best Sound Test,,,,
https://www.youtube.com/watch?v=vB3r4FvcQcA&lc=Ugxys0Yekt8ySqKveVx4AaABAg,tekaharau hack,http://www.youtube.com/channel/UCvTs3TNCwqV8e93QSJsYtlg,524,4,2021-05-24T10:52:44Z,2021-05-24T11:30:49Z,As a New Zealander i gotta say calling the water between the islands the butt crack of New Zealand is the hardest this show has made me  laugh ever!!!!,International Desserts,,,,
https://www.youtube.com/watch?v=VmCNX65Fq8A&lc=UgyYhd3GY6c6Y7s6c614AaABAg,Java Rogers,http://www.youtube.com/channel/UCsVuYmBNW-SIPH5xkevtYRA,500,7,2021-06-01T15:03:56Z,2021-06-01T15:03:56Z,Why preserve your ability to taste things if that thing is a peep -- Really good way of putting it,Which food would you rather?,,,,
https://www.youtube.com/watch?v=VmCNX65Fq8A&lc=Ugz7RCnWtCFjvL1odX94AaABAg,Spencer Han,http://www.youtube.com/channel/UCIB5vcrXljpQ5zX1d3j_w3g,494,10,2021-06-01T10:07:18Z,2021-06-01T10:07:18Z,"To be fair, if someone vomits on me, I'll immediately vomit on them",Which food would you rather?,,,,
https://www.youtube.com/watch?v=Lw5JhiaxyPQ&lc=Ugym3uuqRbX9wZUsdA14AaABAg,Sonya G,http://www.youtube.com/channel/UCpVxMCf2QRY30Ad8jksMiOw,494,5,2021-06-03T11:00:57Z,2021-06-03T11:00:57Z,You should have used Bernadette Banner's victorian scissors ssshhhhllliiicking through cloth instead of grade-school crayola scissors in paper. Aaaaahhhh. 😌,Best Sound Test,,,,
https://www.youtube.com/watch?v=Lw5JhiaxyPQ&lc=Ugy-J6bmJMWAUCxolMh4AaABAg,Alex In Wonderland,http://www.youtube.com/channel/UCw7lr5lT-L5JIqlHnWBNHLA,494,8,2021-06-03T11:36:12Z,2021-06-03T11:36:12Z,crackling fire not winning is my villian origin story 😭✋,Best Sound Test,,,,
https://www.youtube.com/watch?v=ugG1rQphVes&lc=Ugx8yRMGq1KbnaMx3o94AaABAg,P0PkornKing,http://www.youtube.com/channel/UC2fwzlG48ZHndkB5I6phGOA,492,6,2021-05-31T10:20:08Z,2021-05-31T10:20:08Z,"Them calling the sour patch <b>kids</b> ""bears"" is a severe SNACK OFFENSION!",Extreme vs Original Snack,,,,
https://www.youtube.com/watch?v=ugG1rQphVes&lc=UgyJMF8K2G01HalLnNN4AaABAg,Plums,http://www.youtube.com/channel/UCleIL1nhh-8LsmaGtEIoaqw,486,10,2021-05-31T10:14:39Z,2021-05-31T10:14:39Z,I don't think people understand how impressively good they are at axe throwing. They make it look so easy,Extreme vs Original Snack,,,,
https://www.youtube.com/watch?v=Lw5JhiaxyPQ&lc=Ugy8Eu6Vg5aLEvJ7GsF4AaABAg,Annie,http://www.youtube.com/channel/UCbX1TOjRIFnXgBTDznp5tJg,485,5,2021-06-03T10:52:12Z,2021-06-03T10:52:30Z,The typewriter needed that extra <b>chef's kiss</b> of the tearing paper at the end.,Best Sound Test,,,,
https://www.youtube.com/watch?v=vB3r4FvcQcA&lc=Ugx_luDdMr9XvFmIR8p4AaABAg,Anthony Brosseit,http://www.youtube.com/channel/UClQWFJVOiydwqtf03FNJ4yQ,482,14,2021-05-24T11:13:00Z,2021-05-24T11:13:00Z,"Hey, for the next ""Where in the world..."" why not include a round where the food was just made up by the Mythical Kitchen? You could put Atlantis or something on the map as the target of that round",International Desserts,,,mythical,
https://www.youtube.com/watch?v=m7YUKGOI6fA&lc=UgxIvJvaju-6mGI_I9d4AaABAg,Grim Trivium,http://www.youtube.com/channel/UC9lENjM-JluzpHaxf578lhg,463,16,2021-06-07T10:18:23Z,2021-06-07T10:18:23Z,As someone who likes spicy foods those lava caps look good af.,Alternate Universe Snacks,,,,
